,period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,consumption-for-eg,consumption-for-eg-units,consumption-for-eg-btu,consumption-for-eg-btu-units,consumption-uto,consumption-uto-units,consumption-uto-btu,consumption-uto-btu-units,cost,cost-units,cost-per-btu,cost-per-btu-units,generation,generation-units,heat-content,heat-content-units,receipts,receipts-units,receipts-btu,receipts-btu-units,stocks,stocks-units,total-consumption,total-consumption-units,total-consumption-btu,total-consumption-btu-units
3054,2023-04,NY,New York,99,All Sectors,AOR,all renewables,0.0,thousand physical units,4.1301,million MMBtu,0.0,thousand physical units,0.68915,million MMBtu,,dollars per physical units,,dollars per million Btu,800.40169,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,4.81925,million MMBtu
3055,2023-04,NY,New York,99,All Sectors,ALL,all fuels,0.0,thousand physical units,60.93643,million MMBtu,0.0,thousand physical units,4.16292,million MMBtu,,dollars per physical units,,dollars per million Btu,8408.75217,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,65.09934,million MMBtu
3056,2023-05,NY,New York,99,All Sectors,NGO,natural gas & other gases,32218.828,thousand Mcf,33.21885,million MMBtu,2911.837,thousand Mcf,3.00316,million MMBtu,,dollars per Mcf,,dollars per million Btu,4073.82604,thousand megawatthours,1.0311,Btu per Mcf,28067.046,thousand Mcf,28931.33928,billion Btu,,thousand Mcf,35130.665,thousand Mcf,36.22201,million MMBtu
3057,2023-05,NY,New York,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,8.00277,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,2345.47829,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,8.00277,million MMBtu
3058,2023-05,NY,New York,99,All Sectors,COW,all coal products,0.0,thousand short tons,0.0,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,0.0,dollars per short tons,,dollars per million Btu,0.0,thousand megawatthours,0.0,Btu per short tons,,thousand short tons,,billion Btu,,thousand short tons,0.0,thousand short tons,0.0,million MMBtu
3059,2023-05,NY,New York,99,All Sectors,AOR,all renewables,0.0,thousand physical units,4.0061,million MMBtu,0.0,thousand physical units,0.65631,million MMBtu,,dollars per physical units,,dollars per million Btu,785.69721,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,4.66241,million MMBtu
3060,2023-05,NY,New York,99,All Sectors,ALL,all fuels,0.0,thousand physical units,72.32542,million MMBtu,0.0,thousand physical units,4.08363,million MMBtu,,dollars per physical units,,dollars per million Btu,9728.16354,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,76.40905,million MMBtu
3061,2023-05,NY,New York,99,All Sectors,REN,renewable,1350.666,thousand physical units,12.00887,million MMBtu,126.995,thousand physical units,0.65631,million MMBtu,,dollars per physical units,,dollars per million Btu,3131.1755,thousand megawatthours,1.6541,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1477.661,thousand physical units,12.66518,million MMBtu
3062,2023-05,NY,New York,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,1.7892,Btu per barrels,0.953,thousand barrels,5.50358,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
3063,2023-05,NY,New York,99,All Sectors,NUC,nuclear,0.0,thousand physical units,25.60388,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,2450.601,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,25.60388,million MMBtu
3064,2023-06,NY,New York,99,All Sectors,ALL,all fuels,0.0,thousand physical units,81.62887,million MMBtu,0.0,thousand physical units,4.51269,million MMBtu,,dollars per physical units,,dollars per million Btu,10668.66923,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,86.14156,million MMBtu
3065,2023-06,NY,New York,99,All Sectors,REN,renewable,1333.232,thousand physical units,10.85025,million MMBtu,121.543,thousand physical units,0.64588,million MMBtu,,dollars per physical units,,dollars per million Btu,2795.44063,thousand megawatthours,1.657,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1454.775,thousand physical units,11.49613,million MMBtu
3066,2023-06,NY,New York,99,All Sectors,PET,petroleum,21.42233,thousand barrels,0.12882,million MMBtu,5.063,thousand barrels,0.03138,million MMBtu,,dollars per barrels,,dollars per million Btu,12.19134,thousand megawatthours,6.0487,Btu per barrels,32.278,thousand barrels,187.47517,billion Btu,,thousand barrels,26.48533,thousand barrels,0.1602,million MMBtu
3067,2023-06,NY,New York,99,All Sectors,NUC,nuclear,0.0,thousand physical units,24.74042,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,2367.958,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,24.74042,million MMBtu
3068,2023-06,NY,New York,99,All Sectors,NGO,natural gas & other gases,43233.034,thousand Mcf,44.54033,million MMBtu,3328.727,thousand Mcf,3.43298,million MMBtu,,dollars per Mcf,,dollars per million Btu,5445.33557,thousand megawatthours,1.0303,Btu per Mcf,37348.754,thousand Mcf,38505.89504,billion Btu,,thousand Mcf,46561.761,thousand Mcf,47.97331,million MMBtu
3069,2023-06,NY,New York,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,7.21518,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,2114.64834,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,7.21518,million MMBtu
3070,2023-06,NY,New York,99,All Sectors,COW,all coal products,0.0,thousand short tons,0.0,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,0.0,dollars per short tons,,dollars per million Btu,0.0,thousand megawatthours,0.0,Btu per short tons,,thousand short tons,,billion Btu,,thousand short tons,0.0,thousand short tons,0.0,million MMBtu
3071,2023-06,NY,New York,99,All Sectors,AOR,all renewables,0.0,thousand physical units,3.63507,million MMBtu,0.0,thousand physical units,0.64588,million MMBtu,,dollars per physical units,,dollars per million Btu,680.79229,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,4.28095,million MMBtu
3072,2023-07,NY,New York,99,All Sectors,ALL,all fuels,0.0,thousand physical units,105.21765,million MMBtu,0.0,thousand physical units,4.99833,million MMBtu,,dollars per physical units,,dollars per million Btu,13468.27244,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,110.21598,million MMBtu
3073,2023-07,NY,New York,99,All Sectors,REN,renewable,1411.702,thousand physical units,11.83701,million MMBtu,134.095,thousand physical units,0.73272,million MMBtu,,dollars per physical units,,dollars per million Btu,3068.06568,thousand megawatthours,1.6641,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1545.797,thousand physical units,12.56973,million MMBtu
3074,2023-07,NY,New York,99,All Sectors,PET,petroleum,71.01558,thousand barrels,0.41404,million MMBtu,2.733,thousand barrels,0.01628,million MMBtu,,dollars per barrels,,dollars per million Btu,37.97943,thousand megawatthours,5.835,Btu per barrels,309.101,thousand barrels,1929.24417,billion Btu,,thousand barrels,73.74858,thousand barrels,0.43032,million MMBtu
3075,2023-07,NY,New York,99,All Sectors,NUC,nuclear,0.0,thousand physical units,24.9327,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,2386.361,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,24.9327,million MMBtu
3076,2023-07,NY,New York,99,All Sectors,NGO,natural gas & other gases,64623.738,thousand Mcf,66.62134,million MMBtu,3688.251,thousand Mcf,3.8028,million MMBtu,,dollars per Mcf,,dollars per million Btu,7932.70608,thousand megawatthours,1.0309,Btu per Mcf,55368.752,thousand Mcf,57142.28876,billion Btu,,thousand Mcf,68311.989,thousand Mcf,70.42414,million MMBtu
3077,2023-07,NY,New York,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,8.05898,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,2361.95265,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,8.05898,million MMBtu
3078,2023-07,NY,New York,99,All Sectors,COW,all coal products,0.0,thousand short tons,0.0,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,0.0,dollars per short tons,,dollars per million Btu,0.0,thousand megawatthours,0.0,Btu per short tons,,thousand short tons,,billion Btu,,thousand short tons,0.0,thousand short tons,0.0,million MMBtu
3079,2023-07,NY,New York,99,All Sectors,AOR,all renewables,0.0,thousand physical units,3.77803,million MMBtu,0.0,thousand physical units,0.73272,million MMBtu,,dollars per physical units,,dollars per million Btu,706.11304,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,4.51075,million MMBtu
3080,2023-08,NY,New York,99,All Sectors,REN,renewable,1445.558,thousand physical units,11.99439,million MMBtu,130.874,thousand physical units,0.69903,million MMBtu,,dollars per physical units,,dollars per million Btu,3109.98579,thousand megawatthours,1.6231,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1576.432,thousand physical units,12.69342,million MMBtu
3081,2023-08,NY,New York,99,All Sectors,PET,petroleum,25.06273,thousand barrels,0.15063,million MMBtu,3.26,thousand barrels,0.01984,million MMBtu,,dollars per barrels,,dollars per million Btu,13.52138,thousand megawatthours,6.0188,Btu per barrels,45.915,thousand barrels,288.66761,billion Btu,,thousand barrels,28.32273,thousand barrels,0.17047,million MMBtu
3082,2023-08,NY,New York,99,All Sectors,NUC,nuclear,0.0,thousand physical units,25.17502,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,2409.554,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,25.17502,million MMBtu
3083,2023-08,NY,New York,99,All Sectors,NGO,natural gas & other gases,49643.557,thousand Mcf,51.14331,million MMBtu,3765.07,thousand Mcf,3.88054,million MMBtu,,dollars per Mcf,,dollars per million Btu,6181.68016,thousand megawatthours,1.0302,Btu per Mcf,43229.181,thousand Mcf,44571.3399,billion Btu,,thousand Mcf,53408.627,thousand Mcf,55.02386,million MMBtu
3084,2023-08,NY,New York,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,8.06077,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,2362.47723,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,8.06077,million MMBtu
